mem_no,ord_no,ord_dt
1013,18913,13/01/2024
1013,18914,26/03/2024
1013,18915,26/01/2024
1013,18916,26/01/2024
1013,18917,19/03/2024
1013,18918,27/02/2024
1013,18919,21/02/2024
1013,18920,03/02/2024
1013,18921,06/03/2024
1181,18922,28/02/2024
1181,18923,31/03/2024
1181,18924,18/03/2024
1181,18925,18/02/2024
1181,18926,31/01/2024
1181,18927,04/03/2024
1181,18928,28/01/2024
1181,18929,26/02/2024
1380,18930,31/03/2024
1380,18931,18/01/2024
1380,18932,23/02/2024
1380,18933,16/03/2024
1380,18934,13/01/2024
1380,18935,25/03/2024
1380,18936,20/01/2024
1380,18937,12/02/2024
1380,18938,22/01/2024
1380,18939,24/01/2024
1380,18940,25/02/2024
1380,18941,19/02/2024
1380,18942,20/02/2024
1380,18943,05/03/2024
1380,18944,17/03/2024
1027,18945,10/01/2024
1027,18946,14/01/2024
1027,18947,21/01/2024
1027,18948,21/01/2024
1027,18949,17/03/2024
1027,18950,28/01/2024
1027,18951,13/01/2024
1027,18952,11/01/2024
1027,18953,19/03/2024
1027,18954,09/03/2024
1664,18955,09/01/2024
1664,18956,18/02/2024
1664,18957,07/03/2024
1664,18958,24/03/2024
1853,18959,14/01/2024
1853,18960,13/01/2024
1853,18961,20/02/2024
1853,18962,08/01/2024
1853,18963,23/02/2024
1853,18964,19/03/2024
1701,18965,19/01/2024
1725,18966,14/01/2024
1725,18967,14/03/2024
1725,18968,01/01/2024
1725,18969,16/01/2024
1725,18970,07/02/2024
1725,18971,11/02/2024
1725,18972,17/02/2024
1725,18973,23/01/2024
1725,18974,01/03/2024
1725,18975,18/02/2024
1725,18976,10/03/2024
1725,18977,18/03/2024
1725,18978,07/01/2024
1725,18979,19/03/2024
1296,18980,25/02/2024
1296,18981,05/02/2024
1296,18982,12/01/2024
1296,18983,06/02/2024
1296,18984,01/01/2024
1296,18985,01/02/2024
1296,18986,29/01/2024
1296,18987,29/03/2024
1296,18988,18/01/2024
1296,18989,04/01/2024
1296,18990,19/02/2024
1296,18991,19/03/2024
1296,18992,17/03/2024
1296,18993,30/03/2024
1296,18994,22/01/2024
1296,18995,12/02/2024
1296,18996,19/02/2024
1296,18997,03/03/2024
1296,18998,31/01/2024
1296,18999,26/02/2024
1296,19000,17/01/2024
1296,19001,05/03/2024
1296,19002,23/02/2024
1741,19003,06/01/2024
1741,19004,23/01/2024
1741,19005,04/01/2024
1741,19006,06/02/2024
1525,19007,02/01/2024
1109,19008,13/02/2024
1109,19009,18/02/2024
1109,19010,08/01/2024
1109,19011,21/01/2024
1109,19012,03/01/2024
1163,19013,04/03/2024
1163,19014,10/02/2024
1163,19015,08/01/2024
1163,19016,06/03/2024
1163,19017,25/03/2024
1163,19018,04/03/2024
1163,19019,26/03/2024
1163,19020,02/02/2024
1163,19021,14/02/2024
1163,19022,23/01/2024
1163,19023,22/03/2024
1163,19024,30/03/2024
1163,19025,09/01/2024
1163,19026,29/01/2024
1163,19027,05/02/2024
1163,19028,20/02/2024
1163,19029,26/01/2024
1163,19030,10/02/2024
1163,19031,04/03/2024
1974,19032,20/01/2024
1974,19033,11/01/2024
1974,19034,03/01/2024
1710,19035,12/01/2024
1710,19036,22/02/2024
1710,19037,10/02/2024
1710,19038,10/01/2024
1710,19039,26/03/2024
1710,19040,26/03/2024
1490,19041,03/02/2024
1490,19042,08/02/2024
1490,19043,21/02/2024
1490,19044,05/03/2024
1490,19045,28/01/2024
1490,19046,10/01/2024
1490,19047,06/02/2024
1490,19048,26/02/2024
1490,19049,11/02/2024
1490,19050,07/02/2024
1490,19051,04/01/2024
1490,19052,14/02/2024
1490,19053,14/01/2024
1490,19054,10/01/2024
1490,19055,24/01/2024
1490,19056,18/01/2024
1490,19057,19/02/2024
1490,19058,10/01/2024
1490,19059,05/01/2024
1490,19060,20/01/2024
1490,19061,16/01/2024
1490,19062,10/01/2024
1490,19063,13/01/2024
1490,19064,24/01/2024
1490,19065,18/01/2024
1490,19066,11/03/2024
1490,19067,25/01/2024
1490,19068,07/03/2024
1490,19069,29/01/2024
1490,19070,15/03/2024
1490,19071,23/02/2024
1362,19072,03/02/2024
1362,19073,03/03/2024
1362,19074,18/02/2024
1362,19075,04/01/2024
1362,19076,27/01/2024
1362,19077,16/02/2024
1362,19078,31/01/2024
1362,19079,12/03/2024
1868,19080,04/02/2024
1868,19081,23/01/2024
1868,19082,10/01/2024
1868,19083,01/01/2024
1099,19084,27/02/2024
1099,19085,13/02/2024
1099,19086,28/02/2024
1099,19087,03/03/2024
1099,19088,06/03/2024
1099,19089,13/02/2024
1099,19090,24/03/2024
1099,19091,13/02/2024
1099,19092,24/01/2024
1099,19093,16/01/2024
1099,19094,09/02/2024
1099,19095,13/03/2024
1099,19096,07/02/2024
1099,19097,30/01/2024
1099,19098,30/01/2024
1099,19099,17/02/2024
1099,19100,22/03/2024
1099,19101,08/01/2024
1099,19102,06/01/2024
1099,19103,21/02/2024
1099,19104,13/02/2024
1099,19105,24/02/2024
1099,19106,05/03/2024
1099,19107,06/02/2024
1099,19108,20/03/2024
1099,19109,27/03/2024
1099,19110,11/01/2024
1099,19111,18/03/2024
1099,19112,02/01/2024
1099,19113,10/03/2024
1099,19114,05/01/2024
1099,19115,20/03/2024
1099,19116,27/03/2024
1099,19117,21/01/2024
1575,19118,19/01/2024
1575,19119,15/01/2024
1575,19120,08/01/2024
1575,19121,15/01/2024
1575,19122,09/02/2024
1575,19123,16/02/2024
1575,19124,07/02/2024
1575,19125,17/01/2024
1575,19126,09/02/2024
1575,19127,07/02/2024
1575,19128,30/01/2024
1575,19129,22/01/2024
1575,19130,13/02/2024
1575,19131,19/01/2024
1575,19132,31/01/2024
1575,19133,08/02/2024
1575,19134,12/02/2024
1575,19135,24/01/2024
1575,19136,14/02/2024
1575,19137,15/02/2024
1575,19138,13/02/2024
1575,19139,11/02/2024
1575,19140,20/01/2024
1048,19141,24/03/2024
1048,19142,10/01/2024
1048,19143,25/02/2024
1239,19144,12/01/2024
1239,19145,19/01/2024
1239,19146,25/01/2024
1239,19147,06/03/2024
1239,19148,16/02/2024
1239,19149,22/03/2024
1239,19150,21/02/2024
1239,19151,29/03/2024
1239,19152,18/03/2024
1239,19153,20/03/2024
1239,19154,14/02/2024
1239,19155,03/03/2024
1239,19156,19/01/2024
1239,19157,01/01/2024
1239,19158,01/01/2024
1239,19159,16/03/2024
1239,19160,02/03/2024
1239,19161,08/02/2024
1239,19162,12/02/2024
1239,19163,05/01/2024
1239,19164,24/03/2024
1239,19165,12/03/2024
1504,19166,21/03/2024
1504,19167,20/01/2024
1504,19168,18/02/2024
1504,19169,11/03/2024
1504,19170,24/02/2024
1504,19171,03/01/2024
1683,19172,04/02/2024
1683,19173,15/01/2024
1683,19174,10/02/2024
1683,19175,09/01/2024
1683,19176,22/02/2024
1683,19177,03/02/2024
1683,19178,13/02/2024
1683,19179,12/02/2024
1683,19180,12/01/2024
1683,19181,02/02/2024
1683,19182,15/03/2024
1683,19183,25/03/2024
1683,19184,26/01/2024
1683,19185,14/02/2024
1683,19186,29/03/2024
1683,19187,01/02/2024
1683,19188,18/03/2024
1683,19189,09/02/2024
1683,19190,06/02/2024
1683,19191,27/02/2024
1683,19192,30/01/2024
1683,19193,05/03/2024
1683,19194,10/03/2024
1683,19195,01/03/2024
1683,19196,21/02/2024
1683,19197,11/03/2024
1683,19198,24/01/2024
1683,19199,13/02/2024
1683,19200,07/01/2024
1683,19201,01/01/2024
1683,19202,21/03/2024
1683,19203,11/03/2024
1683,19204,24/02/2024
1683,19205,20/02/2024
1683,19206,18/02/2024
1683,19207,17/03/2024
1683,19208,24/02/2024
1683,19209,19/01/2024
1683,19210,08/03/2024
1683,19211,26/02/2024
1683,19212,03/03/2024
1683,19213,04/03/2024
1683,19214,13/01/2024
1683,19215,19/03/2024
1683,19216,31/01/2024
1683,19217,02/02/2024
1683,19218,15/02/2024
1683,19219,17/02/2024
1683,19220,10/03/2024
1683,19221,04/01/2024
1683,19222,05/03/2024
1683,19223,05/03/2024
1683,19224,26/03/2024
1683,19225,20/01/2024
1683,19226,05/01/2024
1683,19227,13/02/2024
1683,19228,17/03/2024
1683,19229,06/02/2024
1273,19230,08/01/2024
1127,19231,28/02/2024
1127,19232,23/01/2024
1127,19233,11/01/2024
1127,19234,04/02/2024
1127,19235,17/01/2024
1127,19236,24/03/2024
1127,19237,30/01/2024
1127,19238,05/02/2024
1127,19239,01/01/2024
1127,19240,21/03/2024
1127,19241,12/02/2024
1755,19242,31/03/2024
1755,19243,08/01/2024
1042,19244,17/03/2024
1042,19245,15/01/2024
1042,19246,05/02/2024
1042,19247,14/01/2024
1042,19248,14/01/2024
1042,19249,14/01/2024
1042,19250,14/01/2024
1042,19251,18/03/2024
1042,19252,07/01/2024
1042,19253,08/01/2024
1042,19254,05/03/2024
1042,19255,26/03/2024
1192,19256,01/01/2024
1192,19257,01/01/2024
1192,19258,30/01/2024
1192,19259,13/02/2024
1791,19260,26/02/2024
1791,19261,04/03/2024
1791,19262,23/01/2024
1791,19263,17/03/2024
1791,19264,23/02/2024
1791,19265,29/03/2024
1791,19266,06/02/2024
1791,19267,04/02/2024
1791,19268,04/01/2024
1791,19269,20/01/2024
1791,19270,10/03/2024
1791,19271,29/03/2024
1791,19272,23/02/2024
1419,19273,07/01/2024
1561,19274,19/01/2024
1561,19275,04/03/2024
1101,19276,03/03/2024
1101,19277,28/01/2024
1101,19278,06/03/2024
1101,19279,22/02/2024
1101,19280,23/02/2024
1101,19281,16/03/2024
1101,19282,09/03/2024
1101,19283,29/03/2024
1101,19284,13/03/2024
1101,19285,04/01/2024
1101,19286,17/02/2024
1101,19287,28/03/2024
1101,19288,16/02/2024
1101,19289,26/01/2024
1101,19290,15/02/2024
1101,19291,21/03/2024
1101,19292,21/02/2024
1101,19293,02/03/2024
1101,19294,14/01/2024
1101,19295,23/03/2024
1101,19296,01/03/2024
1101,19297,27/01/2024
1101,19298,16/01/2024
1101,19299,25/01/2024
1101,19300,10/03/2024
1101,19301,26/03/2024
1101,19302,03/01/2024
1101,19303,14/03/2024
1101,19304,24/03/2024
1101,19305,20/02/2024
1101,19306,08/03/2024
1101,19307,13/02/2024
1101,19308,07/03/2024
1448,19309,14/01/2024
1448,19310,28/01/2024
1448,19311,13/01/2024
1448,19312,01/02/2024
1448,19313,22/01/2024
1448,19314,29/01/2024
1448,19315,24/01/2024
1408,19316,23/01/2024
1408,19317,26/01/2024
1473,19318,17/02/2024
1473,19319,21/01/2024
1473,19320,08/01/2024
1473,19321,02/01/2024
1488,19322,12/01/2024
1488,19323,28/01/2024
1778,19324,13/01/2024
1778,19325,17/01/2024
1536,19326,15/01/2024
1536,19327,11/01/2024
1536,19328,02/03/2024
1536,19329,28/02/2024
1536,19330,18/01/2024
1469,19331,14/01/2024
1469,19332,14/01/2024
1469,19333,14/01/2024
1469,19334,10/01/2024
1469,19335,06/01/2024
1469,19336,21/01/2024
1469,19337,11/02/2024
1469,19338,07/01/2024
1469,19339,24/01/2024
1469,19340,28/01/2024
1469,19341,13/02/2024
1469,19342,23/02/2024
1831,19343,20/01/2024
1831,19344,24/01/2024
1896,19345,14/01/2024
1896,19346,11/02/2024
1896,19347,28/01/2024
1896,19348,16/02/2024
1896,19349,03/03/2024
1896,19350,18/03/2024
1896,19351,26/03/2024
1686,19352,09/01/2024
1686,19353,09/01/2024
1686,19354,20/02/2024
1686,19355,04/02/2024
1686,19356,20/02/2024
1036,19357,20/02/2024
1036,19358,07/01/2024
1036,19359,05/01/2024
1521,19360,14/01/2024
1521,19361,03/01/2024
1521,19362,01/01/2024
1521,19363,29/01/2024
1548,19364,10/01/2024
1548,19365,19/02/2024
1548,19366,10/01/2024
1548,19367,06/01/2024
1432,19368,11/02/2024
1432,19369,04/03/2024
1432,19370,20/01/2024
1432,19371,21/01/2024
1432,19372,30/01/2024
1432,19373,24/01/2024
1432,19374,20/02/2024
1432,19375,20/02/2024
1432,19376,10/02/2024
1432,19377,16/03/2024
1432,19378,02/03/2024
1432,19379,02/03/2024
1432,19380,06/03/2024
1432,19381,13/01/2024
1432,19382,25/03/2024
1432,19383,22/02/2024
1432,19384,31/03/2024
1432,19385,09/01/2024
1432,19386,14/02/2024
1432,19387,18/01/2024
1432,19388,23/01/2024
1432,19389,17/02/2024
1432,19390,06/02/2024
1432,19391,09/01/2024
1432,19392,15/03/2024
1432,19393,14/01/2024
1432,19394,11/01/2024
1432,19395,19/01/2024
1432,19396,13/03/2024
1432,19397,24/01/2024
1432,19398,25/01/2024
1432,19399,08/02/2024
1432,19400,25/03/2024
1432,19401,01/03/2024
1432,19402,03/02/2024
1432,19403,19/01/2024
1432,19404,16/01/2024
1432,19405,09/01/2024
1432,19406,01/01/2024
1432,19407,16/03/2024
1432,19408,04/03/2024
1432,19409,25/02/2024
1432,19410,07/03/2024
1432,19411,02/02/2024
1432,19412,16/02/2024
1432,19413,04/01/2024
1432,19414,04/03/2024
1432,19415,10/02/2024
1432,19416,16/02/2024
1432,19417,28/01/2024
1432,19418,10/03/2024
1432,19419,23/03/2024
1432,19420,23/02/2024
1432,19421,01/01/2024
1432,19422,01/01/2024
1432,19423,31/01/2024
1432,19424,09/03/2024
1432,19425,17/03/2024
1432,19426,19/03/2024
1432,19427,23/02/2024
1432,19428,19/01/2024
1864,19429,26/01/2024
1111,19430,05/02/2024
1111,19431,06/02/2024
1111,19432,07/01/2024
1654,19433,27/02/2024
1654,19434,21/02/2024
1654,19435,20/03/2024
1654,19436,10/01/2024
1654,19437,25/01/2024
1654,19438,28/03/2024
1654,19439,05/01/2024
1654,19440,10/02/2024
1654,19441,15/03/2024
1654,19442,31/01/2024
1187,19443,19/02/2024
1187,19444,12/01/2024
1649,19445,27/01/2024
1244,19446,12/01/2024
1244,19447,15/01/2024
1244,19448,11/02/2024
1244,19449,11/02/2024
1244,19450,01/01/2024
1244,19451,04/02/2024
1244,19452,04/02/2024
1094,19453,18/03/2024
1094,19454,19/01/2024
1094,19455,25/03/2024
1094,19456,01/02/2024
1094,19457,24/02/2024
1353,19458,20/01/2024
1353,19459,17/01/2024
1353,19460,28/03/2024
1353,19461,23/01/2024
1491,19462,21/03/2024
1491,19463,20/01/2024
1491,19464,07/01/2024
1491,19465,19/03/2024
1804,19466,05/02/2024
1804,19467,14/01/2024
1804,19468,09/01/2024
1804,19469,03/02/2024
1804,19470,25/01/2024
1804,19471,21/02/2024
1804,19472,03/01/2024
1804,19473,13/01/2024
1804,19474,01/02/2024
1804,19475,04/01/2024
1804,19476,18/03/2024
1804,19477,30/01/2024
1804,19478,30/01/2024
1804,19479,06/02/2024
1804,19480,17/02/2024
1804,19481,10/01/2024
1804,19482,18/01/2024
1804,19483,14/01/2024
1804,19484,09/01/2024
1804,19485,16/02/2024
1804,19486,08/01/2024
1804,19487,01/01/2024
1804,19488,03/02/2024
1804,19489,19/01/2024
1804,19490,15/01/2024
1804,19491,09/01/2024
1804,19492,08/01/2024
1804,19493,05/01/2024
1804,19494,28/01/2024
1804,19495,31/01/2024
1804,19496,29/01/2024
1804,19497,17/01/2024
1045,19498,13/02/2024
1045,19499,27/01/2024
1045,19500,11/02/2024
1045,19501,11/02/2024
1045,19502,18/03/2024
1045,19503,04/02/2024
1045,19504,05/01/2024
1045,19505,05/01/2024
1045,19506,17/01/2024
1045,19507,19/03/2024
1870,19508,20/02/2024
1870,19509,02/03/2024
1870,19510,16/01/2024
1870,19511,13/03/2024
1870,19512,07/02/2024
1870,19513,14/01/2024
1870,19514,25/03/2024
1870,19515,30/03/2024
1870,19516,29/01/2024
1870,19517,25/02/2024
1870,19518,03/01/2024
1870,19519,21/03/2024
1870,19520,08/03/2024
1870,19521,26/03/2024
1671,19522,18/01/2024
1671,19523,03/01/2024
1671,19524,17/01/2024
1085,19525,30/01/2024
1108,19526,22/01/2024
1108,19527,22/01/2024
1108,19528,05/03/2024
1108,19529,12/02/2024
1108,19530,06/01/2024
1108,19531,22/02/2024
1108,19532,25/03/2024
1108,19533,11/02/2024
1108,19534,12/02/2024
1108,19535,22/01/2024
1108,19536,29/01/2024
1514,19537,05/02/2024
1514,19538,08/02/2024
1514,19539,23/01/2024
1514,19540,27/03/2024
1514,19541,16/02/2024
1514,19542,01/02/2024
1514,19543,04/01/2024
1514,19544,12/03/2024
1514,19545,01/03/2024
1514,19546,15/02/2024
1514,19547,11/02/2024
1514,19548,02/03/2024
1514,19549,01/03/2024
1514,19550,27/01/2024
1514,19551,07/03/2024
1514,19552,08/03/2024
1514,19553,10/03/2024
1514,19554,12/01/2024
1514,19555,02/02/2024
1551,19556,25/02/2024
1551,19557,09/01/2024
1551,19558,15/01/2024
1551,19559,14/01/2024
1551,19560,24/02/2024
1551,19561,22/02/2024
1551,19562,03/02/2024
1551,19563,11/02/2024
1551,19564,14/03/2024
1551,19565,23/01/2024
1551,19566,23/01/2024
1551,19567,10/02/2024
1551,19568,16/03/2024
1551,19569,28/03/2024
1551,19570,25/03/2024
1551,19571,03/03/2024
1551,19572,13/03/2024
1551,19573,09/02/2024
1551,19574,31/03/2024
1551,19575,11/02/2024
1551,19576,19/02/2024
1551,19577,30/01/2024
1551,19578,20/01/2024
1551,19579,20/01/2024
1551,19580,22/03/2024
1551,19581,22/01/2024
1551,19582,14/01/2024
1551,19583,11/01/2024
1551,19584,18/02/2024
1551,19585,22/01/2024
1551,19586,07/01/2024
1551,19587,07/01/2024
1551,19588,19/02/2024
1551,19589,03/02/2024
1551,19590,03/02/2024
1551,19591,03/02/2024
1551,19592,25/02/2024
1551,19593,29/01/2024
1551,19594,21/01/2024
1551,19595,03/03/2024
1551,19596,26/01/2024
1551,19597,12/03/2024
1551,19598,08/03/2024
1551,19599,19/03/2024
1815,19600,28/01/2024
1848,19601,08/01/2024
1848,19602,04/01/2024
1848,19603,08/01/2024
1235,19604,08/01/2024
1235,19605,31/03/2024
1235,19606,20/01/2024
1235,19607,02/02/2024
1235,19608,13/03/2024
1235,19609,08/01/2024
1235,19610,11/03/2024
1235,19611,17/01/2024
1705,19612,22/01/2024
1705,19613,19/01/2024
1638,19614,23/01/2024
1638,19615,01/01/2024
1795,19616,20/02/2024
1795,19617,04/01/2024
1795,19618,16/03/2024
1795,19619,31/01/2024
1795,19620,12/03/2024
1795,19621,05/01/2024
1795,19622,05/01/2024
1795,19623,08/01/2024
1562,19624,01/03/2024
1562,19625,01/01/2024
1562,19626,07/01/2024
1648,19627,20/01/2024
1648,19628,01/01/2024
1426,19629,06/01/2024
1336,19630,28/02/2024
1336,19631,25/01/2024
1336,19632,17/02/2024
1336,19633,19/03/2024
1112,19634,19/02/2024
1112,19635,15/01/2024
1112,19636,03/02/2024
1112,19637,31/03/2024
1112,19638,20/01/2024
1112,19639,01/02/2024
1112,19640,01/02/2024
1112,19641,28/01/2024
1112,19642,16/02/2024
1112,19643,29/01/2024
1259,19644,27/02/2024
1259,19645,12/02/2024
1259,19646,08/02/2024
1259,19647,05/01/2024
1259,19648,21/01/2024
1259,19649,24/01/2024
1259,19650,23/01/2024
1259,19651,11/01/2024
1259,19652,26/01/2024
1259,19653,21/02/2024
1259,19654,08/03/2024
1259,19655,15/02/2024
1259,19656,05/01/2024
1259,19657,28/01/2024
1259,19658,22/01/2024
1259,19659,15/02/2024
1259,19660,07/01/2024
1259,19661,03/01/2024
1259,19662,26/01/2024
1259,19663,26/01/2024
1259,19664,05/01/2024
1259,19665,29/01/2024
1259,19666,10/03/2024
1259,19667,23/02/2024
1259,19668,08/01/2024
1722,19669,03/02/2024
1722,19670,23/02/2024
1722,19671,27/02/2024
1722,19672,08/02/2024
1722,19673,04/01/2024
1722,19674,09/01/2024
1722,19675,30/01/2024
1722,19676,06/01/2024
1722,19677,11/01/2024
1722,19678,26/02/2024
1722,19679,16/01/2024
1722,19680,19/01/2024
1722,19681,27/01/2024
1722,19682,11/03/2024
1722,19683,27/02/2024
1722,19684,18/03/2024
1722,19685,07/03/2024
1722,19686,08/03/2024
1722,19687,10/03/2024
1722,19688,24/02/2024
1722,19689,07/03/2024
1722,19690,09/03/2024
1474,19691,12/02/2024
1474,19692,17/02/2024
1474,19693,01/01/2024
1474,19694,12/02/2024
1474,19695,23/03/2024
1474,19696,20/02/2024
1474,19697,15/01/2024
1474,19698,17/03/2024
1474,19699,16/01/2024
1474,19700,05/03/2024
1474,19701,09/03/2024
1474,19702,29/03/2024
1474,19703,04/01/2024
1474,19704,31/03/2024
1474,19705,11/02/2024
1474,19706,21/01/2024
1474,19707,07/02/2024
1474,19708,11/03/2024
1474,19709,17/02/2024
1474,19710,05/02/2024
1474,19711,06/01/2024
1474,19712,18/01/2024
1474,19713,10/02/2024
1474,19714,31/01/2024
1474,19715,05/02/2024
1474,19716,04/02/2024
1474,19717,19/01/2024
1474,19718,27/02/2024
1474,19719,18/01/2024
1474,19720,04/03/2024
1474,19721,25/03/2024
1474,19722,21/03/2024
1474,19723,11/02/2024
1474,19724,14/03/2024
1474,19725,10/02/2024
1474,19726,13/02/2024
1474,19727,28/02/2024
1474,19728,26/02/2024
1474,19729,23/02/2024
1474,19730,11/03/2024
1474,19731,26/03/2024
1474,19732,09/02/2024
1624,19733,21/01/2024
1624,19734,06/02/2024
1624,19735,15/03/2024
1624,19736,17/02/2024
1624,19737,01/03/2024
1196,19738,15/01/2024
1196,19739,23/01/2024
1196,19740,06/01/2024
1196,19741,01/02/2024
1196,19742,08/01/2024
1196,19743,31/01/2024
1196,19744,30/01/2024
1196,19745,20/01/2024
1196,19746,18/01/2024
1196,19747,02/02/2024
1196,19748,02/02/2024
1196,19749,29/01/2024
1196,19750,25/01/2024
1196,19751,03/02/2024
1196,19752,04/02/2024
1196,19753,27/01/2024
1196,19754,03/01/2024
1196,19755,26/01/2024
1196,19756,29/01/2024
1733,19757,26/03/2024
1733,19758,11/02/2024
1733,19759,12/02/2024
1733,19760,13/03/2024
1733,19761,11/01/2024
1733,19762,06/03/2024
1733,19763,06/03/2024
1733,19764,08/02/2024
1733,19765,13/03/2024
1733,19766,09/02/2024
1733,19767,07/02/2024
1733,19768,05/02/2024
1733,19769,22/03/2024
1733,19770,07/01/2024
1733,19771,24/02/2024
1733,19772,02/02/2024
1733,19773,25/01/2024
1733,19774,14/02/2024
1733,19775,02/03/2024
1733,19776,04/02/2024
1733,19777,19/01/2024
1733,19778,20/02/2024
1733,19779,21/01/2024
1733,19780,02/02/2024
1733,19781,03/01/2024
1733,19782,03/01/2024
1733,19783,31/01/2024
1733,19784,24/01/2024
1733,19785,30/03/2024
1733,19786,12/03/2024
1733,19787,04/03/2024
1733,19788,29/01/2024
1733,19789,18/03/2024
1733,19790,22/01/2024
1733,19791,19/03/2024
1733,19792,17/01/2024
1632,19793,06/02/2024
1632,19794,28/02/2024
1632,19795,28/02/2024
1632,19796,01/01/2024
1632,19797,11/03/2024
1632,19798,03/01/2024
1632,19799,24/01/2024
1899,19800,15/01/2024
1899,19801,06/02/2024
1899,19802,23/01/2024
1899,19803,01/02/2024
1899,19804,22/01/2024
1899,19805,02/03/2024
1899,19806,18/01/2024
1920,19807,22/02/2024
1920,19808,21/03/2024
1920,19809,12/03/2024
1920,19810,17/03/2024
1920,19811,23/01/2024
1920,19812,25/03/2024
1920,19813,11/03/2024
1920,19814,26/02/2024
1920,19815,20/03/2024
1920,19816,09/02/2024
1920,19817,11/02/2024
1920,19818,25/03/2024
1920,19819,07/02/2024
1920,19820,15/03/2024
1920,19821,20/01/2024
1920,19822,23/01/2024
1920,19823,10/03/2024
1920,19824,28/02/2024
1920,19825,17/03/2024
1920,19826,24/01/2024
1920,19827,06/02/2024
1920,19828,19/03/2024
1920,19829,25/01/2024
1920,19830,20/03/2024
1920,19831,02/03/2024
1920,19832,23/03/2024
1920,19833,01/01/2024
1920,19834,24/02/2024
1920,19835,17/01/2024
1920,19836,26/03/2024
1920,19837,10/03/2024
1920,19838,18/03/2024
1920,19839,07/03/2024
1920,19840,25/02/2024
1115,19841,21/01/2024
1115,19842,22/01/2024
1237,19843,09/01/2024
1237,19844,12/01/2024
1237,19845,17/01/2024
1237,19846,03/02/2024
1237,19847,07/01/2024
1237,19848,15/01/2024
1237,19849,13/01/2024
1237,19850,10/02/2024
1237,19851,26/01/2024
1237,19852,26/03/2024
1237,19853,27/01/2024
1237,19854,02/02/2024
1237,19855,24/03/2024
1257,19856,12/01/2024
1257,19857,05/01/2024
1204,19858,07/01/2024
1350,19859,18/01/2024
1350,19860,15/01/2024
1350,19861,15/01/2024
1350,19862,16/03/2024
1350,19863,16/03/2024
1350,19864,09/02/2024
1350,19865,14/02/2024
1350,19866,15/01/2024
1350,19867,30/03/2024
1350,19868,12/01/2024
1350,19869,04/03/2024
1607,19870,11/03/2024
1607,19871,02/03/2024
1607,19872,21/02/2024
1607,19873,20/01/2024
1607,19874,05/03/2024
1607,19875,03/03/2024
1607,19876,06/03/2024
1607,19877,02/03/2024
1607,19878,18/03/2024
1607,19879,26/01/2024
1607,19880,29/03/2024
1607,19881,27/02/2024
1607,19882,24/01/2024
1607,19883,19/02/2024
1607,19884,30/01/2024
1607,19885,05/03/2024
1607,19886,14/03/2024
1607,19887,25/01/2024
1607,19888,17/02/2024
1607,19889,22/03/2024
1607,19890,16/02/2024
1607,19891,01/03/2024
1607,19892,01/03/2024
1607,19893,21/01/2024
1607,19894,05/03/2024
1607,19895,15/02/2024
1607,19896,25/01/2024
1607,19897,14/02/2024
1607,19898,05/03/2024
1607,19899,22/02/2024
1607,19900,12/02/2024
1607,19901,01/01/2024
1607,19902,20/03/2024
1607,19903,04/03/2024
1607,19904,11/03/2024
1607,19905,29/01/2024
1607,19906,27/01/2024
1607,19907,25/02/2024
1607,19908,30/03/2024
1607,19909,30/03/2024
1607,19910,28/02/2024
1607,19911,27/02/2024
1607,19912,09/03/2024
1607,19913,23/02/2024
1006,19914,11/02/2024
1006,19915,23/03/2024
1006,19916,10/01/2024
1006,19917,16/01/2024
1006,19918,22/03/2024
1006,19919,14/02/2024
1006,19920,04/03/2024
1006,19921,17/02/2024
1006,19922,26/01/2024
1006,19923,30/03/2024
1006,19924,07/03/2024
1006,19925,29/01/2024
1375,19926,10/01/2024
1375,19927,06/01/2024
1375,19928,09/01/2024
1375,19929,10/01/2024
1375,19930,03/01/2024
1375,19931,04/01/2024
1375,19932,04/01/2024
1375,19933,08/01/2024
1598,19934,18/01/2024
1598,19935,15/01/2024
1598,19936,16/01/2024
1598,19937,25/03/2024
1598,19938,15/01/2024
1598,19939,18/01/2024
1598,19940,18/01/2024
1598,19941,25/02/2024
1598,19942,13/01/2024
1598,19943,26/02/2024
1598,19944,08/03/2024
1598,19945,29/01/2024
1002,19946,05/01/2024
1457,19947,08/01/2024
1298,19948,06/01/2024
1298,19949,17/03/2024
1298,19950,17/03/2024
1309,19951,07/01/2024
1576,19952,26/03/2024
1576,19953,13/03/2024
1576,19954,06/01/2024
1576,19955,17/03/2024
1576,19956,24/03/2024
1576,19957,11/03/2024
1938,19958,18/01/2024
1938,19959,23/03/2024
1938,19960,09/01/2024
1938,19961,11/03/2024
1938,19962,24/03/2024
1938,19963,11/03/2024
1606,19964,21/03/2024
1606,19965,02/01/2024
1606,19966,12/02/2024
1606,19967,03/01/2024
1606,19968,29/01/2024
1320,19969,22/02/2024
1320,19970,12/03/2024
1320,19971,11/01/2024
1320,19972,02/02/2024
1320,19973,21/03/2024
1320,19974,16/02/2024
1320,19975,25/03/2024
1320,19976,01/02/2024
1320,19977,02/01/2024
1320,19978,28/03/2024
1320,19979,08/02/2024
1320,19980,08/01/2024
1320,19981,05/01/2024
1320,19982,13/02/2024
1320,19983,10/02/2024
1320,19984,11/03/2024
1320,19985,11/03/2024
1265,19986,20/01/2024
1265,19987,21/01/2024
